"project","constructive","under_constructive","work_group","block","floor","level","min_base_plan_start_date","max_base_plan_finish_date","contractors"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 5","10 этаж",1,"2024-01-23","2024-01-24","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 479682.5}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 5","11 этаж",1,"2024-01-23","2024-01-28","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 479682.5}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 5","12 этаж",1,"2024-01-20","2024-01-20","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 534358.94}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 5","1 этаж",1,"2023-12-08","2024-03-11","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 113947.56}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 5","2 этаж",1,"2023-10-29","2023-10-29","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 471477.75}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 5","3 этаж",1,"2023-11-02","2023-11-06","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 471477.75}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 5","4 этаж",1,"2023-11-01","2023-11-15","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 477450.8}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 5","5 этаж",1,"2023-11-21","2023-11-28","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 477450.8}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 5","6 этаж",1,"2023-11-21","2023-11-21","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 477451.53}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 5","7 этаж",1,"2023-11-22","2023-11-29","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 479682.5}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 5","8 этаж",1,"2024-01-19","2024-01-26","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 479682.5}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 5","9 этаж",1,"2024-01-23","2024-01-23","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 479683.22}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 6","10 этаж",1,"2024-01-10","2024-01-10","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 741246.1}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 6","11 этаж",1,"2024-01-20","2024-01-20","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 741246.1}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 6","12 этаж",1,"2024-01-16","2024-01-16","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 823979.6}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 6","1 этаж",1,"2024-01-25","2024-03-13","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 877324.6}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 6","2 этаж",1,"2023-11-02","2024-01-08","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 652726.1}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 6","3 этаж",1,"2023-11-07","2024-01-07","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 652726.1}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 6","4 этаж",1,"2023-11-12","2024-01-08","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 652726.1}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 6","5 этаж",1,"2023-11-25","2024-01-24","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 652726.1}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 6","6 этаж",1,"2024-01-17","2024-01-24","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 741246.1}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 6","7 этаж",1,"2024-01-08","2024-01-10","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 741246.1}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 6","8 этаж",1,"2024-01-14","2024-01-20","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 741246.1}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 6","9 этаж",1,"2024-01-19","2024-01-21","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 741246.1}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 7","10 этаж",1,"2024-01-06","2024-01-21","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 648897.25}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 7","11 этаж",1,"2024-01-18","2024-01-19","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 648897.25}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 7","12 этаж",1,"2024-01-09","2024-01-09","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 723265.1}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 7","1 этаж",1,"2024-01-22","2024-03-14","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 480667.06}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 7","2 этаж",1,"2023-10-31","2024-01-23","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 480667.06}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 7","3 этаж",1,"2023-11-11","2024-01-23","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 480667.06}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 7","4 этаж",1,"2024-01-22","2024-01-22","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 645221.56}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 7","5 этаж",1,"2024-01-24","2024-01-24","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 645221.56}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 7","6 этаж",1,"2024-02-02","2024-02-02","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 645221.56}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 7","7 этаж",1,"2024-02-05","2024-02-05","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 648897.25}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 7","8 этаж",1,"2024-01-08","2024-01-08","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 648897.25}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 7","9 этаж",1,"2024-01-20","2024-01-22","[{""contractor"" : ""Подрядчик - 364"", ""plan_value"" : 648897.25}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 8","10 этаж",1,"2024-01-27","2024-02-02","[{""contractor"" : ""Подрядчик - 660"", ""plan_value"" : 433418.22}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 8","11 этаж",1,"2024-01-30","2024-01-30","[{""contractor"" : ""Подрядчик - 660"", ""plan_value"" : 433418.22}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 8","12 этаж",1,"2024-02-05","2024-02-07","[{""contractor"" : ""Подрядчик - 660"", ""plan_value"" : 484319.22}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 8","1 этаж",1,"2024-02-29","2024-03-13","[{""contractor"" : ""Подрядчик - 660"", ""plan_value"" : 0}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 8","2 этаж",1,"2023-12-08","2024-01-30","[{""contractor"" : ""Подрядчик - 660"", ""plan_value"" : 437724}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 8","3 этаж",1,"2023-12-07","2024-01-30","[{""contractor"" : ""Подрядчик - 660"", ""plan_value"" : 425441.2}]"
"Проект - 194","Каркас здания","Кладка стен и перегородок","ГКЛ","Блок 8","4 этаж",1,"2023-12-05","2024-01-27","[{""contractor"" : ""Подрядчик - 660"", ""plan_value"" : 429493.7}]"
